,Unnamed: 0,Species,Atlas,Tissue,Status,Platform,Seq-type,Year,Accession,Link,Datasets,DOI,DatasetsURL,share
123,124,Mouse,Mouse,Medulla,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
124,125,Mouse,Mouse,Midbrain,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
125,126,Mouse,Mouse,Olfactory bulb,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
126,127,Mouse,Mouse,Pons,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
127,128,Mouse,Mouse,Spinal cord,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
128,129,Mouse,Mouse,Sympathetic nervous system,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
129,130,Mouse,Mouse,Temporal lobe,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
130,131,Mouse,Mouse,Thalamic complex,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
131,132,Mouse,Mouse,Ventral striatum,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
132,133,Mouse,Mouse,Whole brain,Development,Split-seq,scRNA-seq,2020,GSE110823,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE110823,mouse_brain_spinalcord_Rosenberg_2018_SPLiT-seq,10.1126/science.aam8999,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQ7i5ZT7aDBGrR5Zy1quf9EBMdfNVSjzbvxCL3aw_eyJQQ?e=HeR825,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQ7i5ZT7aDBGrR5Zy1quf9EBMdfNVSjzbvxCL3aw_eyJQQ?e=HeR825&Download=1
133,134,Mouse,Mouse,Lateral geniculate nucleus (thalamus),Development,InDrops,scRNA-seq,2018,GSE108761,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE108761,mouse_brain_LGN_Kalish_2018_InDrops,10.1073/pnas.1717871115,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EXvDHyLzD2ZGkAwIGfX_FHoBtcZdMUj9nyP5c-kxRS1blw?e=M0hfI9,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EXvDHyLzD2ZGkAwIGfX_FHoBtcZdMUj9nyP5c-kxRS1blw?e=M0hfI9&Download=1
134,135,Mouse,Mouse,Whole brain,Healthy,EEL FISH,scRNA-seq,2022,,https://figshare.com/articles/dataset/EEL_Mouse_440_genes_single_cell_data/20310771?file=37550806,mouse_brain_Borm_2022_EEL_FISH,10.1038/s41587-022-01455-3,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcHA9SQ6nXhJrOb1BeFqo9gBkY_qpJuwS1IYK6lAZqjoNw?e=muFXwI,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcHA9SQ6nXhJrOb1BeFqo9gBkY_qpJuwS1IYK6lAZqjoNw?e=muFXwI&Download=1
135,136,Mouse,Mouse,Whole Cortex,Autism spectrum disorder,Perturb-seq,scRNA-seq,2021,GSE157977,https://singlecell.broadinstitute.org/single_cell/study/SCP1184,mouse_brain_Cortex_Jin_2020_Perturb,10.1126/science.aaz6063,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Efy0-IOTxMxHjjorq1-bUe0BONOi0Iop2LyrNU0XLF8rUw?e=u3CcYB,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Efy0-IOTxMxHjjorq1-bUe0BONOi0Iop2LyrNU0XLF8rUw?e=u3CcYB&Download=1
136,137,Mouse,Mouse,Whole Cortex,Neurodevelopmental delay,Perturb-seq,scRNA-seq,2021,GSE157977,https://singlecell.broadinstitute.org/single_cell/study/SCP1184,mouse_brain_Cortex_Jin_2020_Perturb,10.1126/science.aaz6063,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Efy0-IOTxMxHjjorq1-bUe0BONOi0Iop2LyrNU0XLF8rUw?e=u3CcYB,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Efy0-IOTxMxHjjorq1-bUe0BONOi0Iop2LyrNU0XLF8rUw?e=u3CcYB&Download=1
137,138,Mouse,Mouse,Astrocyte,Inflammation,Chromium,scRNA-seq,2021,GSE148611,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148611,mouse_brain_Astrocytes_Hasel_10x,10.1038/s41593-021-00905-6,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ET_ZSgaeM9VBta27Ocr-XXUBacSVY2iGHuX3rSeo0sjStA?e=STY1Ro,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ET_ZSgaeM9VBta27Ocr-XXUBacSVY2iGHuX3rSeo0sjStA?e=STY1Ro&Download=1
138,139,Mouse,Mouse,Dorsal root ganglia,Spared nerve injury,Chromium,scRNA-seq,2021,GSE155622,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155622,mouse_brain_DRG_Wang_2021_10x_smart,10.1038/s41422-021-00479-9,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUb7bJ7s3xFKrTdz4ueJ7VABNZISmrErX6KrXqipK77yzw?e=kT53AF,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUb7bJ7s3xFKrTdz4ueJ7VABNZISmrErX6KrXqipK77yzw?e=kT53AF&Download=1
139,140,Mouse,Mouse,Dorsal root ganglia,Spared nerve injury,Smart-seq2,scRNA-seq,2021,GSE155622,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155622,mouse_brain_DRG_Wang_2021_10x_smart,10.1038/s41422-021-00479-9,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUb7bJ7s3xFKrTdz4ueJ7VABNZISmrErX6KrXqipK77yzw?e=kT53AF,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUb7bJ7s3xFKrTdz4ueJ7VABNZISmrErX6KrXqipK77yzw?e=kT53AF&Download=1
140,141,Mouse,Mouse,Auditory cortex A1,Development,InDrops,snRNA-seq,2020,GSE140883,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140883,mouse_brain_auditory_cortex_Kalish_2020_InDrops,10.1073/pnas.1920433117,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ESZjbUrQp_NDlFyHaN98G00Bs6kpRAUTzKOJLZnInNZFfg?e=e4yWIO,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ESZjbUrQp_NDlFyHaN98G00Bs6kpRAUTzKOJLZnInNZFfg?e=e4yWIO&Download=1
141,142,Mouse,Mouse,Microglia,Development,Chromium,scRNA-seq,2019,GSE121654,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE121654,mouse_brain_microglia_Hammond_2018_10x,10.1016/j.immuni.2018.11.004,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EW3cHI7rk2NNpvq5SDsPoVQBQ7PYOP-mBdXn8x-IYSInxA?e=1MehYB,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EW3cHI7rk2NNpvq5SDsPoVQBQ7PYOP-mBdXn8x-IYSInxA?e=1MehYB&Download=1
142,143,Mouse,Mouse,GABAergic neuron,Development,Chromium,scRNA-seq,2021,GSE188528,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE188528,mouse_brain_GABAergicNeuron_Bandler_2021_10x,10.1038/s41586-021-04237-0,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ESVcU85PsiVCuBNnwf4zDzsB1xh22Oc0lxhthnzFI9n9hQ?e=dQvTop,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ESVcU85PsiVCuBNnwf4zDzsB1xh22Oc0lxhthnzFI9n9hQ?e=dQvTop&Download=1
143,144,Mouse,Mouse,Choroid plexus,Development,Chromium,scRNA-seq,2021,GSE168704,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168704,mouse_brain_choroid_plexus_Dani_2021_10x,10.1016/j.cell.2021.04.003,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ea_JUWcFmWlEgHEJjRcpi78BR1Ps19vuBsy7rBgdkNUUeg?e=serM66,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ea_JUWcFmWlEgHEJjRcpi78BR1Ps19vuBsy7rBgdkNUUeg?e=serM66&Download=1
144,145,Mouse,Mouse,Choroid plexus,Development,Chromium,snRNA-seq,2021,GSE168704,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168704,mouse_brain_choroid_plexus_Dani_2021_10x,10.1016/j.cell.2021.04.003,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ea_JUWcFmWlEgHEJjRcpi78BR1Ps19vuBsy7rBgdkNUUeg?e=serM66,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ea_JUWcFmWlEgHEJjRcpi78BR1Ps19vuBsy7rBgdkNUUeg?e=serM66&Download=1
145,146,Mouse,Mouse,Barrel cortex,Whisker lesioning,InDrops,scRNA-seq,2019,GSE129150,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129150,mouse_brain_barrel_somatosensory_cortex_Gunner_2019_InDrops,10.1038/s41593-019-0419-y,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcopUAR3uiBPs3JOjvU0YZ8BPE_-3MiyZ3ovc88n_beBUw?e=SsdOUA,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcopUAR3uiBPs3JOjvU0YZ8BPE_-3MiyZ3ovc88n_beBUw?e=SsdOUA&Download=1
146,147,Mouse,Mouse,Hippocampus,Alzheimer's disease,Chromium,snRNA-seq,2020,GSE143758,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE143758,mouse_brain_hippocampus_Habib_2020_10x,10.1038/s41593-020-0624-8,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EXjiTU3ZnvFJrmAoYNtvKkMBGOAOdxoz5ye2HaQiuJfVlg?e=QdCaek,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EXjiTU3ZnvFJrmAoYNtvKkMBGOAOdxoz5ye2HaQiuJfVlg?e=QdCaek&Download=1
147,148,Mouse,Mouse,Prenatal neocortex,Development,Chromium,scRNA-seq,2020,GSE140817,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140817,mouse_brain_NSCs_ZhangY_2020_10x,10.1016/j.celrep.2020.03.027,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EXkzPIcWfhJAnKXonhyJpPsBjtGgoVwFVtDRDTvgFcr3Nw?e=Rctc4W,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EXkzPIcWfhJAnKXonhyJpPsBjtGgoVwFVtDRDTvgFcr3Nw?e=Rctc4W&Download=1
148,149,Mouse,Mouse,Suprachiasmatic nucleus,Healthy,Drop-seq,scRNA-seq,2020,GSE117295,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE117295,mouse_brain_suprachiasmatic_nucleus_Wen_2020_10x_Drop_LCM,10.1038/s41593-020-0586-x,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Eb5-2YeAVgRDppqECQd5HrkBKMm5T5y3XWqNCZwaxAVSpA?e=CSso3G,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Eb5-2YeAVgRDppqECQd5HrkBKMm5T5y3XWqNCZwaxAVSpA?e=CSso3G&Download=1
149,150,Mouse,Mouse,Suprachiasmatic nucleus,Healthy,LCM-seq,scRNA-seq,2020,GSE118403,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118403,mouse_brain_suprachiasmatic_nucleus_Wen_2020_10x_Drop_LCM,10.1038/s41593-020-0586-x,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Eb5-2YeAVgRDppqECQd5HrkBKMm5T5y3XWqNCZwaxAVSpA?e=CSso3G,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Eb5-2YeAVgRDppqECQd5HrkBKMm5T5y3XWqNCZwaxAVSpA?e=CSso3G&Download=1
150,151,Mouse,Mouse,Suprachiasmatic nucleus,Healthy,Chromium,scRNA-seq,2020,GSE132608,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE132608,mouse_brain_suprachiasmatic_nucleus_Wen_2020_10x_Drop_LCM,10.1038/s41593-020-0586-x,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Eb5-2YeAVgRDppqECQd5HrkBKMm5T5y3XWqNCZwaxAVSpA?e=CSso3G,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Eb5-2YeAVgRDppqECQd5HrkBKMm5T5y3XWqNCZwaxAVSpA?e=CSso3G&Download=1
151,152,Mouse,Mouse,Whole brain,Brain metastasis,CITE-seq,scRNA-seq,2020,GSE134285,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134285,mouse_brain_Guldner_2020_CITE,10.1016/j.cell.2020.09.064,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQ_UDLTSGAxOoEEPJ2tj7yYBO5MO_Oh6EQcYXZQwfVtmIQ?e=FylyZg,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQ_UDLTSGAxOoEEPJ2tj7yYBO5MO_Oh6EQcYXZQwfVtmIQ?e=FylyZg&Download=1
152,153,Mouse,Mouse,Whole brain,Healthy,Chromium,scRNA-seq,2019,GSE128855,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128855,mouse_brain_VanHove_2019_10x,10.1038/s41593-019-0393-4,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ee2UmDqPA0RAtGhnhrXUaTMBqeI0JoXXGo4-bUgvsjz6NA?e=d3kjeo,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ee2UmDqPA0RAtGhnhrXUaTMBqeI0JoXXGo4-bUgvsjz6NA?e=d3kjeo&Download=1
153,154,Mouse,Mouse,Visual cortex,Healthy,InDrops,scRNA-seq,2018,GSE102827,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102827,mouse_brain_visual_cortex_Hrvatin_2017_InDrops,10.1038/s41593-017-0029-5,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVtkydvSKjxOuPnBYV6Y6J4Bh7aWuJ9jyebqyqRk5oCd7w?e=cbsqeZ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVtkydvSKjxOuPnBYV6Y6J4Bh7aWuJ9jyebqyqRk5oCd7w?e=cbsqeZ&Download=1
154,155,Mouse,Mouse,Cortical inhibitory interneurons,Development,Chromium,scRNA-seq,2018,GSE104158,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104158,mouse_brain_cortical_inhibitory_interneurons_Mayer_2018_10x_drop_smart,10.1038/nature25999,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaZ0DTZt-79FldrWht78_RoBxf6tlfRp_dlPB2CRvj2kiA?e=gkFq3t,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaZ0DTZt-79FldrWht78_RoBxf6tlfRp_dlPB2CRvj2kiA?e=gkFq3t&Download=1
155,156,Mouse,Mouse,Cortical inhibitory interneurons,Development,Drop-seq,scRNA-seq,2018,GSE104158,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104158,mouse_brain_cortical_inhibitory_interneurons_Mayer_2018_10x_drop_smart,10.1038/nature25999,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaZ0DTZt-79FldrWht78_RoBxf6tlfRp_dlPB2CRvj2kiA?e=gkFq3t,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaZ0DTZt-79FldrWht78_RoBxf6tlfRp_dlPB2CRvj2kiA?e=gkFq3t&Download=1
156,157,Mouse,Mouse,Cortical inhibitory interneurons,Development,Smart-seq2,scRNA-seq,2018,GSE104158,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104158,mouse_brain_cortical_inhibitory_interneurons_Mayer_2018_10x_drop_smart,10.1038/nature25999,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaZ0DTZt-79FldrWht78_RoBxf6tlfRp_dlPB2CRvj2kiA?e=gkFq3t,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaZ0DTZt-79FldrWht78_RoBxf6tlfRp_dlPB2CRvj2kiA?e=gkFq3t&Download=1
157,158,Mouse,Mouse,Mesial cerebellum,Development,Chromium,scRNA-seq,2019,GSE118068,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118068,mouse_brain_hindbrain_Vladoiu_2019_10x,10.1038/s41586-019-1158-7,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcQTjsCDRuxNgXJxqgrT43ABqeq8XbkFRs1-lNqIodXfRw?e=J4ATXG,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcQTjsCDRuxNgXJxqgrT43ABqeq8XbkFRs1-lNqIodXfRw?e=J4ATXG&Download=1
158,159,Mouse,Mouse,Hindbrain,Development,Chromium,scRNA-seq,2019,GSE118068,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118068,mouse_brain_hindbrain_Vladoiu_2019_10x,10.1038/s41586-019-1158-7,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcQTjsCDRuxNgXJxqgrT43ABqeq8XbkFRs1-lNqIodXfRw?e=J4ATXG,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcQTjsCDRuxNgXJxqgrT43ABqeq8XbkFRs1-lNqIodXfRw?e=J4ATXG&Download=1
159,160,Mouse,Mouse,Whole brain,Ischemic stroke,Chromium,scRNA-seq,2021,GSE174574,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE174574,mouse_brain_Zheng_2021_10x,10.1177/0271678X211026770,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EU86Q-KeNGRAs_9BROtHKugB1BMRZ2RvxQDEGi_JSH1NwQ?e=CSPRFG,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EU86Q-KeNGRAs_9BROtHKugB1BMRZ2RvxQDEGi_JSH1NwQ?e=CSPRFG&Download=1
160,161,Mouse,Mouse,Medial ganglionic eminence,Development,Chromium,scRNA-seq,2021,GSE165233,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165233,mouse_brain_interneuron_Allaway_2021_10x,10.1038/s41586-021-03933-1,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZnyJTyCwQ1NlJnKrNlHyrYBmkDFfQellqTuSOR6wVOXxA?e=kbV4CQ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZnyJTyCwQ1NlJnKrNlHyrYBmkDFfQellqTuSOR6wVOXxA?e=kbV4CQ&Download=1
161,162,Mouse,Mouse,Cortex,Development,Chromium,scRNA-seq,2021,GSE165233,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165233,mouse_brain_interneuron_Allaway_2021_10x,10.1038/s41586-021-03933-1,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZnyJTyCwQ1NlJnKrNlHyrYBmkDFfQellqTuSOR6wVOXxA?e=kbV4CQ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZnyJTyCwQ1NlJnKrNlHyrYBmkDFfQellqTuSOR6wVOXxA?e=kbV4CQ&Download=1
162,163,Mouse,Mouse,Interneurons,Development,Chromium,scRNA-seq,2021,GSE165233,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165233,mouse_brain_interneuron_Allaway_2021_10x,10.1038/s41586-021-03933-1,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZnyJTyCwQ1NlJnKrNlHyrYBmkDFfQellqTuSOR6wVOXxA?e=kbV4CQ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZnyJTyCwQ1NlJnKrNlHyrYBmkDFfQellqTuSOR6wVOXxA?e=kbV4CQ&Download=1
